categoria,descripcion,enlace,precio,precioOferta,precioPrevio,precio_Kg_L_ud,promocion,seccion
Maquinaria de oficina,"
Marcadores fluorescentes Staedtler Textsurf pastel&vintage",https://www.carrefour.es/supermercado/marcadores-fluorescentes-staedtler-textsurf-pastel-vintage/R-VC4AECOMM-470043/p,"6,79 €",,,"1,13 €/ud",,Bazar
Maquinaria de oficina,"
Marcadores stabilo boss Pastel",https://www.carrefour.es/supermercado/marcadores-stabilo-boss-pastel/R-VC4AECOMM-465666/p,"9,40 €",,,"1,18 €/ud",3x2,Bazar
Maquinaria de oficina,"
Marcadores Fluorescentes Staedtler Textsurfer Pastel&Vintage 10 uds",https://www.carrefour.es/supermercado/marcadores-fluorescentes-staedtler-textsurfer-pastel-vintage-10-uds/R-fprod1250082/p,"13,90 €",,,"1,39 €/ud",,Bazar
Maquinaria de oficina,"
Marcador Edding 500 Punta 2-7mm Negro",https://www.carrefour.es/supermercado/marcador-edding-500-punta-2-7mm-negro/R-prod380047/p,"2,90 €",,,"2,90 €/ud",,Bazar
Maquinaria de oficina,"
Marcadores Stabilo Flash Ecowallet 4+2 uds",https://www.carrefour.es/supermercado/marcadores-stabilo-flash-ecowallet-4-2-uds/R-606509989/p,"4,30 €",,,"1,08 €/ud",3x2,Bazar
Maquinaria de oficina,"
Marcador Edding 3000 Punta Especial Rojo",https://www.carrefour.es/supermercado/marcador-edding-3000-punta-especial-rojo/R-854900698/p,"2,59 €",,,"2,59 €/ud",,Bazar
Maquinaria de oficina,"
Marcadores Stabilo Shine",https://www.carrefour.es/supermercado/marcadores-stabilo-shine/R-VC4AECOMM-465602/p,"3,79 €",,,"0,95 €/ud",3x2,Bazar
Maquinaria de oficina,"
Goma Eva Roja",https://www.carrefour.es/supermercado/goma-eva-roja/R-prod1023185/p,"0,89 €",,,"0,89 €/ud",,Bazar
Maquinaria de oficina,"
Goma Eva Amarilla",https://www.carrefour.es/supermercado/goma-eva-amarilla/R-prod1023183/p,"0,89 €",,,"0,89 €/ud",,Bazar
Maquinaria de oficina,"
Mini Pinzas Madera Color 45 ud Apli",https://www.carrefour.es/supermercado/mini-pinzas-madera-color-45-ud-apli/R-prod1023054/p,"2,10 €",,,"0,05 €/ud",,Bazar
Maquinaria de oficina,"
Goma Eva Azul",https://www.carrefour.es/supermercado/goma-eva-azul/R-prod1023184/p,"1,00 €",,,"1,00 €/ud",,Bazar
Maquinaria de oficina,"
Bolsa Bolas Porexpan 65 mm Apli - Blanco",https://www.carrefour.es/supermercado/bolsa-bolas-porexpan-65-mm-apli-blanco/R-prod1023194/p,"1,08 €",,,"0,54 €/ud",,Bazar
Maquinaria de oficina,"
Flores de Goma Eva con Purpurina 48 uds",https://www.carrefour.es/supermercado/flores-de-goma-eva-con-purpurina-48-uds/R-854700650/p,"2,60 €",,,"0,05 €/ud",,Bazar
Maquinaria de oficina,"
Bolsa Formas Eva Estrella 50 ud Apli",https://www.carrefour.es/supermercado/bolsa-formas-eva-estrella-50-ud-apli/R-prod1023056/p,"2,80 €",,,"0,06 €/ud",,Bazar
Maquinaria de oficina,"
Pinzas mariquita de colores 8 uds",https://www.carrefour.es/supermercado/pinzas-mariquita-de-colores-8-uds/R-VC4AECOMM-469928/p,"0,90 €",,,"0,11 €/ud",,Bazar
Maquinaria de oficina,"
Goma Eva Verde Claro",https://www.carrefour.es/supermercado/goma-eva-verde-claro/R-prod1023049/p,"1,00 €",,,"1,00 €/ud",,Bazar
Maquinaria de oficina,"
Gomets Figuras Pequeñas Apli",https://www.carrefour.es/supermercado/gomets-figuras-pequenas-apli/R-prod1023126/p,"1,60 €",,,"0,13 €/ud",,Bazar
Maquinaria de oficina,"
Bolsa de Plumas Colores Surtidos 100 uds",https://www.carrefour.es/supermercado/bolsa-de-plumas-colores-surtidos-100-uds/R-854700318/p,"2,40 €",,,"0,02 €/ud",,Bazar
Maquinaria de oficina,"
Pack de 2 barras de pegamento 20 gr",https://www.carrefour.es/supermercado/pack-de-2-barras-de-pegamento-20-gr-carrefour/R-606509525/p,"2,50 €",,,"1,25 €/ud",,Bazar
Maquinaria de oficina,"
Cinta Adhesivas Transparentes Scotch® 508 19mmx33m (Pack 8 Rollos)",https://www.carrefour.es/supermercado/cinta-adhesivas-transparentes-scotch-508-19mmx33m-pack-8-rollos-/R-606509129/p,"5,10 €",,,"5,10 €/ud",,Bazar
Maquinaria de oficina,"
Pegamentos en Barra Priitt Stick 2+1 uds",https://www.carrefour.es/supermercado/pegamentos-en-barra-priitt-stick-2-1-uds/R-606509997/p,"5,99 €",,,"5,99 €/ud",,Bazar
Maquinaria de oficina,"
Gomas Elásticas 50 gr",https://www.carrefour.es/supermercado/gomas-elasticas-50-gr-carrefour/R-606509907/p,"1,60 €",,,"1,60 €/ud",,Bazar
Maquinaria de oficina,"
Tijera 21 cm para Oficina Carrefour",https://www.carrefour.es/supermercado/tijera-21-cm-para-oficina-carrefour-carrefour/R-854700532/p,"2,60 €",,,"2,60 €/ud",,Bazar
Maquinaria de oficina,"
Pegamento universal fuerte 100 ml",https://www.carrefour.es/supermercado/pegamento-universal-fuerte-100-ml/R-VC4AECOMM-469857/p,"1,50 €",,,"15,00 €/l",,Bazar
Maquinaria de oficina,"
Cinta celo trasparente con dispensador",https://www.carrefour.es/supermercado/cinta-celo-trasparente-con-dispensador/R-VC4AECOMM-469673/p,"1,30 €",,,"1,30 €/ud",,Bazar
Maquinaria de oficina,"
Cinta Invisible en Pack de 3 Portarrollos 19x7,5 m Scotch",https://www.carrefour.es/supermercado/cinta-invisible-en-pack-de-3-portarrollos-19x7-5-m-scotch/R-606510709/p,"3,90 €",,,"3,90 €/ud",,Bazar
Maquinaria de oficina,"
Cola Blanca 120gr",https://www.carrefour.es/supermercado/cola-blanca-120gr/R-fprod1280212/p,"1,50 €",,,"1,50 €/ud",,Bazar
Maquinaria de oficina,"
Cinta Adhesiva Transparente 2 uds",https://www.carrefour.es/supermercado/cinta-adhesiva-transparente-2-uds-carrefour/R-606509537/p,"2,30 €",,,"1,15 €/ud",,Bazar
Maquinaria de oficina,"
Post-It® Bloc Notas Amarillo 100 Hojas",https://www.carrefour.es/supermercado/post-it-bloc-notas-amarillo-100-hojas/R-521013506/p,"2,90 €",,,"2,90 €/ud",,Bazar
Maquinaria de oficina,"
Marcadores fluor Stabilo Swing Cool",https://www.carrefour.es/supermercado/marcadores-fluor-stabilo-swing-cool/R-VC4AECOMM-465603/p,"6,50 €",,,"1,08 €/ud",3x2,Bazar
Maquinaria de oficina,"
Set Dibujo Técnico Staedtler (3 Calibrados 0,2 - 0,4 - 0,8 + Lápiz Lumograph + Goma de Borrar)",https://www.carrefour.es/supermercado/set-dibujo-tecnico-staedtler-3-calibrados-0-2-0-4-0-8-lapiz-lumograph-goma-de-borrar-/R-606508795/p,"8,70 €",,,"8,70 €/ud",,Bazar
Maquinaria de oficina,"
Marcadores permanentes de punta ultra fina Sharpie colores surtidos 12 uds",https://www.carrefour.es/supermercado/marcadores-permanentes-de-punta-ultra-fina-sharpie-colores-surtidos-12-uds/R-VC4AECOMM-497618/p,"12,65 €",,,"1,05 €/ud",,Bazar
Maquinaria de oficina,"
Bolígrafos Bic Cristal Azul 10 uds",https://www.carrefour.es/supermercado/boligrafos-bic-cristal-azul-10-uds/R-521036286/p,"4,20 €",,,"0,42 €/ud",3x2,Bazar
Maquinaria de oficina,"
Pasta de Modelar Hecha con Arcilla",https://www.carrefour.es/supermercado/pasta-de-modelar-hecha-con-arcilla/R-606509145/p,"4,60 €",,,"4,60 €/kg",,Bazar
Maquinaria de oficina,"
Pistola de Cola 20W Premium + 2 Barras",https://www.carrefour.es/supermercado/pistola-de-cola-20w-premium-2-barras/R-fprod1280423/p,"7,90 €",,,"7,90 €/ud",,Bazar
Maquinaria de oficina,"
Alpino Crea + Estuche 12 Pinturas con Efecto 3D",https://www.carrefour.es/supermercado/alpino-crea-estuche-12-pinturas-con-efecto-3d/R-854700346/p,"8,70 €",,,"8,70 €/ud",,Bazar
Maquinaria de oficina,"
Pasta de modelar ALPINO Magic Dough, Blíster de 8 uds de 14 g.",https://www.carrefour.es/supermercado/pasta-de-modelar-alpino-magic-dough-blister-de-8-uds-de-14-g-/R-VC4AECOMM-196435/p,"9,90 €",,,"1,24 €/ud",,Bazar
Maquinaria de oficina,"
Goma Eva Blanca",https://www.carrefour.es/supermercado/goma-eva-blanca/R-prod1023186/p,"0,89 €",,,"0,89 €/ud",,Bazar
Maquinaria de oficina,"
Goma Eva Piel Claro",https://www.carrefour.es/supermercado/goma-eva-piel-claro/R-prod1023189/p,"1,00 €",,,"1,00 €/ud",,Bazar
Maquinaria de oficina,"
Goma Eva Verde",https://www.carrefour.es/supermercado/goma-eva-verde/R-prod1023182/p,"1,00 €",,,"1,00 €/ud",,Bazar
Maquinaria de oficina,"
Goma Eva Lila",https://www.carrefour.es/supermercado/goma-eva-lila/R-prod1022988/p,"1,00 €",,,"1,00 €/ud",,Bazar
Maquinaria de oficina,"
Goma Eva Rosa",https://www.carrefour.es/supermercado/goma-eva-rosa/R-prod1023050/p,"1,00 €",,,"1,00 €/ud",,Bazar
Maquinaria de oficina,"
Bolsa Mini Pinzas Madera 45 ud Apli",https://www.carrefour.es/supermercado/bolsa-mini-pinzas-madera-45-ud-apli/R-prod1023053/p,"2,30 €",,,"0,05 €/ud",,Bazar
Maquinaria de oficina,"
Bolsa Formas Eva Letras 52 ud Apli",https://www.carrefour.es/supermercado/bolsa-formas-eva-letras-52-ud-apli/R-prod1023057/p,"2,40 €",,,"0,05 €/ud",,Bazar
Maquinaria de oficina,"
Pegamento de barra 40 + 9g",https://www.carrefour.es/supermercado/pegamento-de-barra-40-9g/R-VC4AECOMM-469689/p,"2,00 €",,,"50,00 €/kg",,Bazar
Maquinaria de oficina,"
Pack 15 Etiquetas Adhesivas Azules, Rojas y Verdes 34mmx75mm",https://www.carrefour.es/supermercado/pack-15-etiquetas-adhesivas-azules-rojas-y-verdes-34mmx75mm-carrefour/R-prod211107/p,"1,20 €",,,"0,08 €/ud",,Bazar
Maquinaria de oficina,"
Regla 50cm Carrefour",https://www.carrefour.es/supermercado/regla-50cm-carrefour-carrefour/R-606509625/p,"1,50 €",,,"1,50 €/ud",,Bazar
Maquinaria de oficina,"
Tijera 13 Cms Con Protección Carrefour Azul",https://www.carrefour.es/supermercado/tijera-13-cms-con-proteccion-carrefour-azul/R-prod1022936/p,"1,90 €",,,"1,90 €/ud",,Bazar
Maquinaria de oficina,"
Pack 2X100 notas adhesivas 76X76",https://www.carrefour.es/supermercado/pack-2x100-notas-adhesivas-76x76/R-VC4AECOMM-886022/p,"2,30 €",,,"1,15 €/ud",,Bazar
Maquinaria de oficina,"
100 Clips Colores Carrefour",https://www.carrefour.es/supermercado/100-clips-colores-carrefour-carrefour/R-606509663/p,"1,60 €",,,"0,02 €/ud",,Bazar
Maquinaria de oficina,"
Tizas surtidas blancas y colores 2 blíster 24 uds",https://www.carrefour.es/supermercado/tizas-surtidas-blancas-y-colores-2-blister-24-uds/R-VC4AECOMM-469935/p,"1,00 €",,,"0,04 €/ud",,Bazar
Maquinaria de oficina,"
Grapadora Clásica 26/6 Blister + 400 Grapas",https://www.carrefour.es/supermercado/grapadora-clasica-26-6-blister-400-grapas/R-854700710/p,"3,90 €",,,"3,90 €/ud",,Bazar
Maquinaria de oficina,"
Pegamento en Barra Carrefour 4+1 uds",https://www.carrefour.es/supermercado/pegamento-en-barra-carrefour-4-1-uds-carrefour/R-606511085/p,"4,30 €",,,"1,08 €/ud",,Bazar
Maquinaria de oficina,"
Corrector Cinta Tipp-Ex Mini Pocket Mouse 2+1",https://www.carrefour.es/supermercado/corrector-cinta-tipp-ex-mini-pocket-mouse-2-1/R-606510727/p,"4,69 €",,,"2,34 €/ud",3x2,Bazar
Maquinaria de oficina,"
Bolígrafos Bic Cristal Surtidos 10 uds",https://www.carrefour.es/supermercado/boligrafos-bic-cristal-surtidos-10-uds/R-521034972/p,"4,20 €",,,"0,42 €/ud",3x2,Bazar
Maquinaria de oficina,"
Cintas Correctoras Carrefour 3x5m",https://www.carrefour.es/supermercado/cintas-correctoras-carrefour-3x5m-carrefour/R-606511075/p,"3,40 €",,,"1,13 €/ud",,Bazar
Maquinaria de oficina,"
Bolígrafos Bic Cristal Azul 5 uds",https://www.carrefour.es/supermercado/boligrafos-bic-cristal-azul-5-uds/R-521034282/p,"2,39 €",,,"0,48 €/ud",3x2,Bazar
Maquinaria de oficina,"
Recambios Bolígrafos Borrables Frixion Ball & Clicker Pilot Azul 6 uds",https://www.carrefour.es/supermercado/recambios-boligrafos-borrables-frixion-ball-clicker-pilot-azul-6-uds/R-prod1023102/p,"9,90 €",,,"9,90 €/ud",,Bazar
Maquinaria de oficina,"
Bolígrafos Bic Cristal Surtidos 5 uds",https://www.carrefour.es/supermercado/boligrafos-bic-cristal-surtidos-5-uds/R-606508601/p,"2,39 €",,,"0,48 €/ud",3x2,Bazar
Maquinaria de oficina,"
Corrector Cinta Tipp-Ex Mini Pocket Mouse 2+1 uds",https://www.carrefour.es/supermercado/corrector-cinta-tipp-ex-mini-pocket-mouse-2-1-uds/R-prod1023159/p,"4,50 €",,,"2,25 €/ud",3x2,Bazar
Maquinaria de oficina,"
Bolígrafo Cristal Multicolor Bic 10 uds",https://www.carrefour.es/supermercado/boligrafo-cristal-multicolor-bic-10-uds/R-prod1023051/p,"4,70 €",,,"0,47 €/ud",3x2,Bazar
Maquinaria de oficina,"
Bolígrafos purpurina 10 colores",https://www.carrefour.es/supermercado/boligrafos-purpurina-10-colores/R-VC4AECOMM-469927/p,"2,00 €",,,"0,20 €/ud",,Bazar
Maquinaria de oficina,"
Corrector Lápiz Tipp-Ex Shake`s Squeeze 2+1",https://www.carrefour.es/supermercado/corrector-lapiz-tipp-ex-shake-s-squeeze-2-1/R-521014149/p,"4,60 €",,,"2,30 €/ud",3x2,Bazar
Maquinaria de oficina,"
Bolígrafo Bic 4 Colores",https://www.carrefour.es/supermercado/boligrafo-bic-4-colores/R-606508759/p,"2,90 €",,,"2,90 €/ud",3x2,Bazar
Maquinaria de oficina,"
Bolsa Eva Forma Numeros 120 ud Apli",https://www.carrefour.es/supermercado/bolsa-eva-forma-numeros-120-ud-apli/R-prod1023215/p,"2,60 €",,,"0,02 €/ud",,Bazar
Maquinaria de oficina,"
Corazones de Goma Eva con Purpurina 52 uds",https://www.carrefour.es/supermercado/corazones-de-goma-eva-con-purpurina-52-uds/R-854700648/p,"2,70 €",,,"0,05 €/ud",,Bazar
Maquinaria de oficina,"
Bolsa Craft Kit Caballero",https://www.carrefour.es/supermercado/bolsa-craft-kit-caballero/R-854700934/p,"2,90 €",,,"2,90 €/ud",,Bazar
Maquinaria de oficina,"
Bolsa Craft Kit Super Heroe",https://www.carrefour.es/supermercado/bolsa-craft-kit-super-heroe/R-854700930/p,"2,90 €",,,"2,90 €/ud",,Bazar
Maquinaria de oficina,"
Perforadora Corazón Apli -Rosa",https://www.carrefour.es/supermercado/perforadora-corazon-apli-rosa/R-prod1023197/p,"3,60 €",,,"3,60 €/ud",,Bazar
Maquinaria de oficina,"
Bolsa Craft Kit Bailarina",https://www.carrefour.es/supermercado/bolsa-craft-kit-bailarina/R-854700928/p,"3,90 €",,,"3,90 €/ud",,Bazar
Maquinaria de oficina,"
Fieltro A4 Colores Surtidos",https://www.carrefour.es/supermercado/fieltro-a4-colores-surtidos/R-prod1023207/p,"8,90 €",,,"8,90 €/ud",,Bazar
Maquinaria de oficina,"
Pinzas de madera de colores 35mm 10 uds",https://www.carrefour.es/supermercado/pinzas-de-madera-de-colores-35mm-10-uds/R-VC4AECOMM-469877/p,"0,90 €",,,"0,09 €/ud",,Bazar
Maquinaria de oficina,"
Goma Eva Naranja",https://www.carrefour.es/supermercado/goma-eva-naranja/R-prod1022987/p,"1,00 €",,,"1,00 €/ud",,Bazar
Maquinaria de oficina,"
Tijera Creativa Zig-zag Verde 13cm",https://www.carrefour.es/supermercado/tijera-creativa-zig-zag-verde-13cm/R-854700654/p,"1,55 €",,,"1,55 €/ud",,Bazar
Maquinaria de oficina,"
Marcadores Velleda Pizarra Blanca Bl4",https://www.carrefour.es/supermercado/marcadores-velleda-pizarra-blanca-bl4/R-854700794/p,"4,30 €",,,"1,08 €/ud",3x2,Bazar
Maquinaria de oficina,"
Blister 2000 Grapas 26/6 Carrefour",https://www.carrefour.es/supermercado/blister-2000-grapas-26-6-carrefour-carrefour/R-854700526/p,"1,89 €",,,"1,89 €/ud",,Bazar
Maquinaria de oficina,"
Marcadores con Dispensador Index Carrefour 4x35 uds",https://www.carrefour.es/supermercado/marcadores-con-dispensador-index-carrefour-4x35-uds-carrefour/R-854700682/p,"2,25 €",,,"0,56 €/ud",,Bazar
Maquinaria de oficina,"
Cinta Adhesiva Invisible 2 uds",https://www.carrefour.es/supermercado/cinta-adhesiva-invisible-2-uds-carrefour/R-prod212289/p,"2,50 €",,,"1,25 €/ud",,Bazar
Maquinaria de oficina,"
Pegamento de barra fuerte 21 g.",https://www.carrefour.es/supermercado/pegamento-de-barra-fuerte-21-g-/R-VC4AECOMM-469904/p,"1,50 €",,,"71,43 €/kg",,Bazar
Maquinaria de oficina,"
Tijeras infantiles 13,5 Cm puntas redondas ",https://www.carrefour.es/supermercado/tijeras-infantiles-13-5-cm-puntas-redondas/R-VC4AECOMM-469748/p,"1,50 €",,,"1,50 €/ud",,Bazar
Maquinaria de oficina,"
100 Clips Niquelados Carrefour",https://www.carrefour.es/supermercado/100-clips-niquelados-carrefour-carrefour/R-606509661/p,"1,60 €",,,"0,02 €/ud",,Bazar
Maquinaria de oficina,"
Grapadora Bolsillo + 400 Grapas Carrefour",https://www.carrefour.es/supermercado/grapadora-bolsillo-400-grapas-carrefour-carrefour/R-606510577/p,"2,40 €",,,"2,40 €/ud",,Bazar
Maquinaria de oficina,"
Perforador 2 Orificios Carrefour",https://www.carrefour.es/supermercado/perforador-2-orificios-carrefour-carrefour/R-606510585/p,"3,20 €",,,"3,20 €/ud",,Bazar
Maquinaria de oficina,"
Cubo Notas Post-It®  Surtido 325 Hojas",https://www.carrefour.es/supermercado/cubo-notas-post-it-surtido-325-hojas/R-606510609/p,"6,00 €",,,"6,00 €/ud",,Bazar
Maquinaria de oficina,"
Tizas de Colores x10 Unidades",https://www.carrefour.es/supermercado/tizas-de-colores-x10-unidades-marca-carrefour/R-854700664/p,"1,40 €",,,"0,14 €/ud",,Bazar
Maquinaria de oficina,"
25 Chinchetas Memo Carrefour",https://www.carrefour.es/supermercado/25-chinchetas-memo-carrefour-carrefour/R-606509909/p,"1,60 €",,,"0,06 €/ud",,Bazar
Maquinaria de oficina,"
Cinta correctora  2+1 mini 5mmX6m",https://www.carrefour.es/supermercado/cinta-correctora-2-1-mini-5mmx6m-carrefour/R-606511081/p,"3,40 €",,,"1,13 €/ud",,Bazar
Maquinaria de oficina,"
Pack 2 Bolígrafos Tinta Base de Aceite Súper Grip Azules",https://www.carrefour.es/supermercado/pack-2-boligrafos-tinta-base-de-aceite-super-grip-azules/R-606508787/p,"3,60 €",,,"1,80 €/ud",,Bazar
Maquinaria de oficina,"
Bolígrafos Borrables Frixion Ball Surtidos 4 uds",https://www.carrefour.es/supermercado/boligrafos-borrables-frixion-ball-surtidos-4-uds/R-606508679/p,"9,90 €",,,"2,48 €/ud",,Bazar
Maquinaria de oficina,"
Pack 3 Bolígrafos Milan P1 Touch Azul",https://www.carrefour.es/supermercado/pack-3-boligrafos-milan-p1-touch-azul/R-prod1023020/p,"2,00 €",,,"0,67 €/ud",,Bazar
Maquinaria de oficina,"
Bolígrafo Tinta Borrable Frixion Ball Azul",https://www.carrefour.es/supermercado/boligrafo-tinta-borrable-frixion-ball-azul/R-606508677/p,"2,90 €",,,"2,90 €/ud",,Bazar
Maquinaria de oficina,"
Blíster 3 Bolígrafos Gel Retractiles Pilot G-2 - Negro, Rojo y Azul",https://www.carrefour.es/supermercado/blister-3-boligrafos-gel-retractiles-pilot-g-2-negro-rojo-y-azul/R-606509899/p,"5,90 €",,,"1,97 €/ud",,Bazar
Maquinaria de oficina,"
Roller Tinta Líquida V-Ball Negro 0,5 mm",https://www.carrefour.es/supermercado/roller-tinta-liquida-v-ball-negro-0-5-mm/R-606508493/p,"3,50 €",,,"3,50 €/ud",,Bazar
Maquinaria de oficina,"
Bolígrafo Gel Retractil G-2 Azul",https://www.carrefour.es/supermercado/boligrafo-gel-retractil-g-2-azul/R-606509251/p,"2,60 €",,,"2,60 €/ud",,Bazar
Maquinaria de oficina,"
Recambios Bolígrafo Borrables Frixion Ball & Clicker Pilot Azul 3 uds",https://www.carrefour.es/supermercado/recambios-boligrafo-borrables-frixion-ball-clicker-pilot-azul-3-uds/R-667401898/p,"6,90 €",,,"2,30 €/ud",,Bazar
Maquinaria de oficina,"
Recambios Bolígrafos Borrables Frixion Ball & Clicker Pilot Surtidos 6 uds",https://www.carrefour.es/supermercado/recambios-boligrafos-borrables-frixion-ball-clicker-pilot-surtidos-6-uds/R-prod1023214/p,"9,90 €",,,"9,90 €/ud",,Bazar
Maquinaria de oficina,"
Corrector Bic Tipp-Ex Mini Pocket Mouse Standard",https://www.carrefour.es/supermercado/corrector-bic-tipp-ex-mini-pocket-mouse-standard/R-854700536/p,"2,90 €",,,"2,90 €/ud",3x2,Bazar
Maquinaria de oficina,"
Goma Eva con Purpurina en Color Verde",https://www.carrefour.es/supermercado/goma-eva-con-purpurina-en-color-verde/R-prod1023130/p,"2,10 €",,,"2,10 €/ud",,Bazar
Maquinaria de oficina,"
Bolsa Formas Eva Corazón 50 ud Apli",https://www.carrefour.es/supermercado/bolsa-formas-eva-corazon-50-ud-apli/R-prod1023058/p,"2,30 €",,,"0,05 €/ud",,Bazar
Maquinaria de oficina,"
Goma Eva con Purpurina en Color Rojo",https://www.carrefour.es/supermercado/goma-eva-con-purpurina-en-color-rojo/R-prod1023131/p,"2,40 €",,,"2,40 €/ud",,Bazar
Maquinaria de oficina,"
Goma Eva con Purpurina en Color Oro",https://www.carrefour.es/supermercado/goma-eva-con-purpurina-en-color-oro/R-prod1023129/p,"2,40 €",,,"2,40 €/ud",,Bazar
Maquinaria de oficina,"
Pastillas de Plastilina Jovi 3x50gr",https://www.carrefour.es/supermercado/pastillas-de-plastilina-jovi-3x50gr/R-606509269/p,"2,90 €",,,"0,97 €/ud",,Bazar
Maquinaria de oficina,"
Plastilina en Barra Fluorescentes 8 uds",https://www.carrefour.es/supermercado/plastilina-en-barra-fluorescentes-8-uds/R-606509135/p,"3,40 €",,,"0,68 €/ud",,Bazar
Maquinaria de oficina,"
Pasta de Modelar hecha con Arcilla",https://www.carrefour.es/supermercado/pasta-de-modelar-hecha-con-arcilla/R-606401931/p,"4,70 €",,,"4,70 €/kg",,Bazar
Maquinaria de oficina,"
Perforadora Estrella Apli - Naranja",https://www.carrefour.es/supermercado/perforadora-estrella-apli-naranja/R-prod1023178/p,"4,80 €",,,"4,80 €/ud",,Bazar
Maquinaria de oficina,"
Color Stick Colores Fluor 6 ud Apli",https://www.carrefour.es/supermercado/color-stick-colores-fluor-6-ud-apli/R-prod1023017/p,"5,90 €",,,"5,90 €/ud",,Bazar
Maquinaria de oficina,"
Color Stick Color Metal 6 ud Apli",https://www.carrefour.es/supermercado/color-stick-color-metal-6-ud-apli/R-prod1023016/p,"5,90 €",,,"5,90 €/ud",,Bazar
Maquinaria de oficina,"
Alpino Crea + Estuche Pintura Efecto Crystal",https://www.carrefour.es/supermercado/alpino-crea-estuche-pintura-efecto-crystal/R-854700344/p,"9,50 €",,,"9,50 €/ud",,Bazar
Maquinaria de oficina,"
Tijeras infantil 11,5 cm azul",https://www.carrefour.es/supermercado/tijeras-infantil-11-5-cm-azul/R-VC4AECOMM-469906/p,"1,90 €",,,"1,90 €/ud",,Bazar
Maquinaria de oficina,"
Pack 18 Etiquetas Blancas 34x75 mm Carrefour",https://www.carrefour.es/supermercado/pack-18-etiquetas-blancas-34x75-mm-carrefour-carrefour/R-606509539/p,"2,40 €",,,"0,13 €/ud",,Bazar
Maquinaria de oficina,"
Cola blanca 60g",https://www.carrefour.es/supermercado/cola-blanca-60g/R-VC4AECOMM-469755/p,"1,00 €",,,"16,67 €/kg",,Bazar
Maquinaria de oficina,"
Blister 4 Imanes 27mm Carrefour",https://www.carrefour.es/supermercado/blister-4-imanes-27mm-carrefour-carrefour/R-854700306/p,"2,00 €",,,"0,50 €/ud",,Bazar
Maquinaria de oficina,"
Cinta Adhesiva Invisible + Dispensador Carrefour 25x19",https://www.carrefour.es/supermercado/cinta-adhesiva-invisible-dispensador-carrefour-25x19-carrefour/R-606509535/p,"2,30 €",,,"2,30 €/ud",,Bazar
Maquinaria de oficina,"
Cinta Adhesiva Transparente + Dispensador Carrefour 25x19",https://www.carrefour.es/supermercado/cinta-adhesiva-transparente-dispensador-carrefour-25x19-carrefour/R-prod221315/p,"2,40 €",,,"2,40 €/ud",,Bazar
Maquinaria de oficina,"
Quitagrapa",https://www.carrefour.es/supermercado/quitagrapa/R-VC4AECOMM-283407/p,"1,00 €",,,"1.000,00 €/ud",,Bazar
Maquinaria de oficina,"
Caja de 10 Tizas Blancas Carrefour",https://www.carrefour.es/supermercado/caja-de-10-tizas-blancas-carrefour-carrefour/R-854700534/p,"1,00 €",,,"0,10 €/ud",,Bazar
Maquinaria de oficina,"
Perforador",https://www.carrefour.es/supermercado/perforador/R-VC4AECOMM-469938/p,"1,20 €",,,"1,20 €/ud",,Bazar
Maquinaria de oficina,"
Tijera 16 Cm Carrefour",https://www.carrefour.es/supermercado/tijera-16-cm-carrefour-carrefour/R-606510573/p,"2,20 €",,,"2,20 €/ud",,Bazar
Maquinaria de oficina,"
Bolígrafo Gel Retractil G-2 Negro",https://www.carrefour.es/supermercado/boligrafo-gel-retractil-g-2-negro/R-606509253/p,"2,15 €",,,"2,15 €/ud",,Bazar
Maquinaria de oficina,"
Estuche con 3+1 Roller Black Stabilo Surtidos",https://www.carrefour.es/supermercado/estuche-con-3-1-roller-black-stabilo-surtidos/R-fprod1280219/p,"5,90 €",,,"1,48 €/ud",3x2,Bazar
Maquinaria de oficina,"
Bolígrafos Medium Surtidos 4 uds",https://www.carrefour.es/supermercado/boligrafos-medium-surtidos-4-uds-marca-carrefour/R-854700854/p,"1,60 €",,,"0,40 €/ud",,Bazar
Maquinaria de oficina,"
Bolígrafos Punta Fina Bic Cristal Naranja Surtidos 4 uds",https://www.carrefour.es/supermercado/boligrafos-punta-fina-bic-cristal-naranja-surtidos-4-uds/R-606508771/p,"2,16 €",,,"0,54 €/ud",3x2,Bazar
Maquinaria de oficina,"
Pack 2 Bolígrafos Tinta Base de Aceite Súper Grip Negro/Azul",https://www.carrefour.es/supermercado/pack-2-boligrafos-tinta-base-de-aceite-super-grip-negro-azul/R-606401979/p,"3,50 €",,,"1,75 €/ud",,Bazar
Maquinaria de oficina,"
Corrector Lápiz Tipp-Ex S&S Blister 1",https://www.carrefour.es/supermercado/corrector-lapiz-tipp-ex-s-s-blister-1/R-609801514/p,"2,60 €",,,"2,60 €/ud",3x2,Bazar
Maquinaria de oficina,"
Recargas para rollers borrables color azul 9 uds",https://www.carrefour.es/supermercado/recargas-para-rollers-borrables-color-azul-9-uds/R-VC4AECOMM-481640/p,"3,00 €",,,"0,33 €/ud",,Bazar
Maquinaria de oficina,"
Cinta Correctora Paper Mate Dryline Imini Blister 2+2",https://www.carrefour.es/supermercado/cinta-correctora-paper-mate-dryline-imini-blister-2-2/R-854700984/p,"4,50 €",,,"2,25 €/ud",,Bazar
