,Descripcion,Precio/Kg,Precio,PrecioPrevio,Ofertas,Promociones
233,"
Infusión para los gases de anís, hinojo y alcaravea Aquilea 60 ud.","
 60 Ud. |
27,92 €/100 g","10,05 €",,,
234,"
Equinacea comprimidos Sanon 100 ud.","
 100 Ud. |
18,30 €/100 g","9,15 €",,,
235,"
Cardo Mariano comprimidos Sanon 100 ud.","
 100 Ud. |
18,80 €/100 g","9,40 €",,,
236,"
Propóleo capsulas Sanon 100 ud.","
 100 Ud. |
20,88 €/100 g","10,65 €",,,
237,"
Tratamiento colesterol Sanon 30 comprimidos.","
 30 Comprimidos |
47,33 €/100 g","7,10 €",,,
238,"
Chitosan comprimidos Sanon 80 ud.","
 80 Ud. |
20,81 €/100 g","7,70 €",,,
239,"
Omega 3 capsulas Sanon 100 ud.","
 100 Ud. |
12,71 €/100 g","8,90 €",,,
240,"
Alcachofa comprimidos Sanon 200 ud.","
 200 Ud. |
12,12 €/100 g","9,70 €",,,
241,"
Valeriana clásica Kneipp 90 comprimidos.","
 90 Comprimidos. |
43,80 €/100 g","10,95 €",,,
242,"
Complemento alimenticio Guaraná Sanon 72 g.","
 72 G. |
4,44 €/100 g","4,35 €",,,
243,"
Concentrado de cúrcuma Sanon 30 ud.","
 30 Ud. |
31,87 €/100 g","5,10 €",,,
244,"
Enrelax en cápsulas Aquilea 48 ud.","
 48 Ud. |
3,97 €/100 g","5,95 €",,,
245,"
Garcinia cambogia Sanon 30 comprimidos.","
 30 Comprimidos. |
35,00 €/100 g","6,30 €",,,
246,"
Arándono rojo americano con vitamina C Sanon 30 comprimidos.","
 30 Comprimidos. |
69,58 €/100 g","8,35 €",,,
247,"
Ginkgo biloba comprimidos Sanon 200 ud.","
 200 Ud. |
9,35 €/100 g","9,35 €",,,
248,"
Cartílago de tiburón capsulas Sanon 100 ud.","
 100 Ud. |
17,96 €/100 g","9,70 €",,,
249,"
Complemento alimenticion Omega 3-6-9 Sanon 79 g.","
 79 G. |
5,71 €/100 g","5,65 €",,,
250,,,,,,
251,"
Vino de la Tierra de Castilla tinto tempranillo Bio ecológico Solaz 75 cl.","
 75 Cl. |
4,25 €/ud","4,25 €",,,2x1 Acumulación
252,"
Vino tinto ecológico Marqués de Cáceres D.O.Ca Rioja 75 cl.","
 75 Cl. |
5,90 €/ud","5,90 €",,,
253,"
Vino tinto crianza ecológico Carrizal D.O.Ca Rioja 75 cl.","
 75 Cl. |
5,85 €/ud",,"
6,20 €","
5,85 €",3x2
254,"
Vino blanco verdejo ecológico El Hayedo D.O.Rueda 75 cl.","
 75 Cl. |
3,55 €/ud","3,55 €",,,
255,"
Vino blanco verdejo ecológico Green&Social D.O.Rueda 75 cl.","
 75 Cl. |
4,35 €/ud","4,35 €",,,
256,"
Vino blanco verdejo ecológico Viña Lobera 75 cl.","
 75 Cl. |
3,60 €/ud","3,60 €",,,
257,"
Vino tinto bobal ecológico Almud D.O. Utiel - Requena 75 cl.","
 75 Cl. |
2,99 €/ud","2,99 €",,,
258,"
Vino blanco ecológico Ermita D'Espiells D.O. Penedés 75 cl.","
 75 Cl. |
6,75 €/ud","6,75 €",,,
259,"
Vino D.O. Rueda blanco verdejo ecológico Cuatro Rayas 75 cl.","
 75 Cl. |
6,90 €/ud","6,90 €",,,
260,"
Vino D.O. Ribera del Duero tinto roble ecológico El Hayedo 75 cl.","
 75 Cl. |
7,85 €/ud","7,85 €",,,
261,"
Vino D.O. Rueda blanco sauvignon ecológico Marqués de Riscal 75 cl.","
 75 Cl. |
9,50 €/ud","9,50 €",,,
262,"
Vino D.O. Rioja tinto crianza ecológico Vites Virides 75 cl.","
 75 Cl. |
5,55 €/ud","5,55 €",,,
263,"
Vino D.O. Rioja tinto ecológico Beronia 75 cl.","
 75 Cl. |
8,50 €/ud","8,50 €",,,
264,"
Vino Rosado Protocolo Ecológico V.T.Castilla 75 cl.","
 75 Cl. |
3,90 €/ud","3,90 €",,,
265,"
Vino blanco ecológico El Hayedo Rioja ecológico 75 cl.","
 75 Cl. |
4,15 €/ud","4,15 €",,,
266,"
Vino D.O. Navarra tinto ecológico Le Naturel 75 cl.","
 75 Cl. |
7,90 €/ud","7,90 €",,,
267,"
Vino tinto Merlot et Cabernet Sauvignon ecológico L'Hêritage de Carillan 75 cl.","
 75 Cl. |
4,15 €/ud","4,15 €",,,
268,"
Vino nature cultivo ecológico Laudum 75 cl.","
 75 Cl. |
3,25 €/ud","3,25 €",,,
269,"
Vino D.O. Alicante tinto ecológico Castillo de Alicante 75 cl.","
 75 Cl. |
3,15 €/ud","3,15 €",,,
270,"
Vino blanco ecológico Godello Palacio de Canedo D.O. Bierzo 75 cl.","
 75 Cl. |
11,50 €/ud","11,50 €",,,
271,"
Vino D.O. Ribera del Duero tinto crianza ecológico El Hayedo 75 cl. ","
 75 Cl. |
10,40 €/ud","10,40 €",,,
272,"
Vino D.O. Rioja tinto ecológico Viña Pomal 75 cl.","
 75 Cl. |
9,95 €/ud","9,95 €",,,
273,"
Vino blanco chardonnay ecológico Miranda d'Espiells D.O. Penedés75 cl.","
 75 Cl. |
9,10 €/ud","9,10 €",,,
274,"
Vino tinto ecológico Madrid Palacio Aranjuez 75 cl.","
 75 Cl. |
4,45 €/ud","4,45 €",,,
275,,,,,,
276,"
Vitamina C + melisa + zinc sin azúcar Vallesol 24 comprimidos.","
 24 Comprimidos. |
10,92 €/100 g","6,55 €",,,
277,"
Vitaminas Pharmaton Complex 90 comprimidos","
 90 Comprimidos |
13,74 €/100 g","19,65 €",,,
278,"
Vitamina C comprimidos Sanon 60 ud.","
 60 Ud. |
0,38 €/100 g","6,40 €",,,
279,"
Arkovital Vitamina C Arkopharma 20 comprimidos.","
 20 Comprimidos. |
0,77 €/100 g","7,70 €",,,
280,"
Colágeno + Ácido Hialurónico Sanon 60 cápsulas.","
 60 Cápsulas. |
30,43 €/100 g","10,65 €",,,
281,"
Multivitamínico y multimineral para mujer Multicentrum 30 comprimidos.","
 30 Comprimidos. |
23,72 €/100 g","11,15 €",,,
282,"
Colágeno + Magnesio en comprimidos Aquilea 240 ud.","
 540 Comprimidos. |
6,76 €/100 g","11,20 €",,,
283,"
Magnesio + Potasio en comprimidos efervescentes Aquilea 14 comprimidos.","
 14 Comprimidos. |
6,01 €/100 g","5,05 €",,,
284,"
Multivitamínico y multimineral para hombre Multicentrum 30 comprimidos.","
 30 Comprimidos. |
28,59 €/100 g","11,15 €",,,
285,"
Multivitamínico y multimineral Plus Ginsen & Ginko Multicentrum 30 comprimidos.","
 30 Comprimidos. |
31,62 €/100 g","11,70 €",,,
286,"
Complemento alimenticio melatonina y triptófano comprimidos Epaplus 60 comprimidos.","
 60 Comprimidos. |
23,24 €/100 g","11,85 €",,,
287,"
Multi vitaminas + oligoelementos sin azúcares Vallesol 24 comprimidos.","
 24 Comprimidos. |
7,29 €/100 g","4,90 €",,,
288,"
Complemento colágeno natural cómplex en polvo Colnatur 330 g.","
 330 G. |
5,00 €/100 g","16,50 €",,,
289,"
Colágeno con Magnesio Ana María La Justicia 450 comprimidos.","
 450 Comprimidos. |
2,34 €/100 g","18,75 €",,,
290,"
Multivitamínico y multimineral Mujer 50+ Multicentrum 30 comprimidos.","
 30 Comprimidos. |
25,00 €/100 g","12,25 €",,,
291,"
Omega 3 rico en EPA y DHA Phytofarma 270 cápsulas.","
 270 Cápsulas. |
8,35 €/100 g","15,95 €",,,
292,"
Multi Vitaminas + Ginseng Vallesol Vitalidad 24 comprimidos.","
 24 Comprimidos. |
8,42 €/100 g","4,85 €",,,
293,"
Magnesio en comprimidos efervescentes Aquilea 14 comprimidos.","
 14 Comprimidos. |
5,00 €/100 g","4,20 €",,,
294,"
Melatonina dulces sueños Phytofarma 225 cápsulas.","
 225 Cápsulas. |
18,32 €/100 g","22,35 €",,,
295,"
Vitamina C + guaraná sin azúcar Vallesol 24 comprimidos.","
 24 Comprimidos. |
8,83 €/100 g","5,30 €",,,
296,"
Vinamina B12 cápsulas Sanon sin gluten 60 ud.","
 60 Ud. |
18,33 €/100 g","5,50 €",,,
297,"
Multivitamínico y multimineral Hombre 50+ Multicentrum 30 comprimidos.","
 30 Comprimidos. |
30,62 €/100 g","12,25 €",,,
298,"
Magnesio + Colágeno Vitaminas y minerales Aquilea 30 comprimidos.","
 30 Comprimidos. |
13,83 €/100 g","6,50 €",,,
299,"
Aceite hipocalórico Dietetica y Nutrición Ordesa 500 ml.","
 500 Ml. |
1,72 €/100 ml","8,60 €",,,
300,,,,,,
301,"
Zumo de manzana ecológico Carrefour Bio brik 1 l.","
 1 L. |
1,59 €/l","1,59 €",,,
302,"
Zumo de naranja ecológico Carrefour Bio exprimido pack de 3 briks de 20 cl.","
 3x20 Cl. |
3,02 €/l","1,81 €",,,
303,"
Zumo de melocotón y uva ecológico Carrefour Bio exprimido pack de 3 briks de 20 cl.","
 3x20 Cl. |
3,02 €/l","1,81 €",,,
304,"
Zumo de narqanja ecológico Carrefour Bio brik 1 l.","
 1 L. |
2,09 €/l","2,09 €",,,
305,"
Zumo de uva roja ecológico Carrefour Bio brik 1 l.","
 1 L. |
2,09 €/l","2,09 €",,,
306,"
Zumo de melocotón y uva ecológico Carrefour Bio brik 1 l.","
 1 L. |
2,09 €/l","2,09 €",,,
307,"
Vino de la Tierra de Castilla tinto tempranillo Bio ecológico Solaz 75 cl.","
 75 Cl. |
4,25 €/ud","4,25 €",,,2x1 Acumulación
308,"
Agua de coco verde ecológica Isola Bio brik 50 cl.","
 50 Cl. |
7,40 €/l","3,70 €",,,
309,"
Cerveza ecológica San Miguel  pack de 6 botellas de 25 cl.","
 Pack 6x25 Cl. |
2,37 €/l","3,55 €",,,
310,"
Vino tinto ecológico Marqués de Cáceres D.O.Ca Rioja 75 cl.","
 75 Cl. |
5,90 €/ud","5,90 €",,,
311,"
Kombucha de frutos rojos ecológico Komvida 25 cl.","
 25 Cl.. |
8,36 €/l","2,09 €",,,
312,"
Kombucha de jengibre y limón ecológico Komvida 25 cl.","
 25 Cl.. |
8,36 €/l","2,09 €",,,
313,"
Zumo de manzana ecológico Delizum botella 1 l.","
 1 L. |
2,25 €/l","2,25 €",,,3x2
314,"
Vino tinto crianza ecológico Carrizal D.O.Ca Rioja 75 cl.","
 75 Cl. |
5,85 €/ud",,"
6,20 €","
5,85 €",3x2
315,"
Kombucha de té verde ecológico Komvida 25 cl","
 25 Cl. |
8,36 €/l","2,09 €",,,
316,"
Sidra ecológica Maeloc achampanada extra botella 75 cl.","
 75 Cl. |
1,99 €/ud","1,99 €",,,
317,"
Zumo de melocotón ecológico Delizum botella 1 l.","
 1 L. |
2,25 €/l","2,25 €",,,3x2
318,"
Zumo de piña ecológico Delizum botella 1 l.","
 1 L. |
2,40 €/l","2,40 €",,,3x2
319,"
Zumo de uva roja ecológico Delizum botella 1 l.","
 1 L. |
2,59 €/l",,"
2,75 €","
2,59 €",3x2
320,"
Agua de coco ecológica Cocomi sin gluten brik 1 l.","
 1 L. |
3,25 €/l","3,25 €",,,
321,"
Zumo de naranja ecológico Don Simón brik 1 l.","
 1 L. |
2,60 €/l","2,60 €",,,
322,"
Sidra Ecológica Menendez natural 70 cl.","
 70 Cl. |
2,60 €/ud","2,60 €",,,
323,"
Zumo de piña ecológico Valfrutta botella 1 l.","
 1 L. |
2,25 €/l","2,25 €",,,
324,"
Vino blanco verdejo ecológico El Hayedo D.O.Rueda 75 cl.","
 75 Cl. |
3,55 €/ud","3,55 €",,,
325,,,,,,
326,"
Cava René Barbier brut reserva 75 cl.","
 75 Cl. |
6,00 €/ud",,"
6,35 €","
6,00 €",3x2
327,"
Cava Bach brut 75 cl.","
 75 Cl. |
7,60 €/ud",,"
7,95 €","
7,60 €",3x2
328,"
Cava Pasos de Oro brut nature 75 cl.","
 75 Cl. |
4,20 €/ud",,"
4,45 €","
4,20 €",3x2
329,"
Cava Pasos de Oro semiseco 75 cl.","
 75 Cl. |
4,20 €/ud",,"
4,45 €","
4,20 €",3x2
330,"
Cava Pasos de Oro brut 75 cl.","
 75 Cl. |
4,20 €/ud",,"
4,45 €","
4,20 €",3x2
331,,,,,,
332,"
Champagne Courance brut 75 cl.","
 75 Cl. |
12,90 €/ud","12,90 €",,,
333,"
Champagne Moet Chandon Imperial brut 75 cl.","
 75 Cl. |
36,90 €/ud","36,90 €",,,
334,"
Champagne Courance brut rosé 75 cl.","
 75 Cl. |
15,50 €/ud","15,50 €",,,
335,"
Champagne Veuve Clicquot brut 75 cl.","
 75 Cl. |
41,90 €/ud","41,90 €",,,
336,"
LOTE 105. Estuche de 4 botellas de cava Anna de Codorníu brut D.O Cava 75 cl.","
 Pack 4x75 Cl. |
32,85 €/ud","32,85 €",,,
337,"
LOTE 101. Estuche de 2 botellas de cava Freixenet Cordón Negro brut D.O. Cava 75 cl. + regalo bombones Nestlé Caja Roja 70 g.","
 Pack 2x75 Cl. |
12,99 €/ud","12,99 €",,,
338,"
Champagne Moët & Chandon Imperial brut 37,5 cl.","
 37,5 Cl. |
22,20 €/ud","22,20 €",,,
339,"
Champagne Moët & Chandon Ice Imperial 75 cl.","
 75 Cl. |
49,50 €/ud","49,50 €",,,
340,"
LOTE 104. Estuche de 2 botellas de cava ecológico Juvé y Camps gran reserva brut nature D.O.Cava 75 cl","
 Pack 2x75 Cl. |
33,90 €/ud","33,90 €",,,
341,"
Champagne Taittinger brut reserva 75 cl.","
 75 Cl. |
38,90 €/ud","38,90 €",,,
342,"
Champagne G.H. Mumm Grand Cordon brut 75 cl.","
 75 Cl. |
44,50 €/ud","44,50 €",,,
343,"
Champagne Courance cuvee speciale brut 75 cl.","
 75 Cl. |
20,10 €/ud","20,10 €",,,
344,"
Champagne G.H Mumm Gran Cordon brut 75 cl.","
 75 Cl. |
36,50 €/ud","36,50 €",,,
345,"
Champagne Moët & Chandon Rosé Imperial brut 75 cl.","
 75 Cl. |
47,50 €/ud","47,50 €",,,
346,"
Estuche cava extra brut reserva","
 Pack 2x75 Cl. |
10,90 €/ud","10,90 €",,,
347,"
Champagne G.H. Martel  Prestige brut 75 cl.","
 75 Cl. |
30,00 €/ud","30,00 €",,,
348,"
Champagne imperial brut pack","
 Pack 3 Botellas De 20 Cl. |
42,95 €/ud","42,95 €",,,
349,"
Champagne Perrier-Jouët grand brut 75 cl.","
 75 Cl. |
43,00 €/ud","43,00 €",,,
350,"
Champagne Moët & Chandon Imperial brut 1,5 l.","
 1,5 L. |
87,50 €/ud","87,50 €",,,
351,"
Champagne Veuve Clicquot brut 1,5 l.","
 1,5 L. |
102,50 €/ud","102,50 €",,,
352,,,,,,
353,"
Pacharán Anduí 1 l.","
 1 L. |
7,25 €/l","7,25 €",,,
354,"
Crema de orujo Panizo 70 cl.","
 70 Cl. |
10,29 €/l","7,20 €",,,
355,"
Pacharán Berezko 1 l.","
 1 L. |
11,40 €/l",,"
15,25 €","
11,40 €",
356,"
Licor Cointreau 70 cl.","
 70 Cl. |
21,79 €/l","15,25 €",,,
357,"
Pacharán Urtebi 1 l.","
 1 L. |
7,25 €/l","7,25 €",,,
358,"
Concentrado de granadina Rives 1 l.","
 1 L. |
3,99 €/l","3,99 €",,,
359,"
Licor de mora Loch Castle sin alcohol 70 cl.","
 70 Cl. |
2,43 €/l","1,70 €",,,
360,"
Licor de avellana Frangelico 70 cl.","
 70 Cl. |
19,14 €/l","13,40 €",,,
361,"
Concentrado de lima Rives 1 l.","
 1 L. |
3,99 €/l","3,99 €",,,
362,"
Concentrado de naranja Robinsons sin azúcar añadido 1 l.","
 1 L. |
2,24 €/l","2,24 €",,,
363,"
Licor de hierbas Jagermeister 1 l.","
 1 L. |
16,29 €/l","16,29 €",,,
364,"
Pacharán Baines 1 l.","
 1 L. |
16,40 €/l","16,40 €",,,
365,"
Licor de whisky Thunder Bitch 70 cl.","
 70 Cl. |
18,64 €/l","13,05 €",,,
366,"
Pacharán Etxeko  1 l.","
 1 L. |
14,30 €/l","14,30 €",,,
367,"
Licor de hierbas Panizo 70 cl.","
 70 Cl. |
9,43 €/l","6,60 €",,,
368,"
Licor de manzana Loch Castle sin alcohol 70 cl.","
 70 Cl. |
2,43 €/l","1,70 €",,,
369,"
Crema catalana Mont Joui 70 cl.","
 70 Cl. |
7,14 €/l","5,00 €",,,
370,"
Licor de café Ruavieja 70 cl.","
 70 Cl. |
15,57 €/l","10,90 €",,,
371,"
Crema de whisky O'Galwan sabor caramelo 70 cl.","
 70 Cl. |
7,14 €/l","5,00 €",,,
372,"
Licor de manzana verde Loch Castle 70 cl.","
 70 Cl. |
3,79 €/l","2,65 €",,,
373,"
Licor de manzana verde Rives sin alcohol 70 cl.","
 70 Cl. |
4,84 €/l","3,39 €",,,
374,"
Pacharán De Nuestra Tierra 70 cl.","
 70 Cl. |
15,79 €/l","11,05 €",,,
375,"
Crema de chocolate Loch Castle 70 cl.","
 70 Cl. |
8,57 €/l","6,00 €",,,
376,"
Crema irlandesa Baileys sabor chocolate 50 cl.","
 50 Cl. |
29,60 €/l","14,80 €",,,5€ dto.
377,,,,,,
378,"
Ropa interior absorbente niña noche DryNites 4-7 años (17kg-30 kg.) 16 ud.","
 16 Ud. |
0,75 €/ud","11,95 €",,,2x1 Acumulación
379,"
Pañales Dodot Talla 6 +14 kg 56 ud.","
 56 Ud. |
0,36 €/ud",,"
20,15 €","
19,95 €",3x2
380,"
Pañales Dodot Azul Extra Talla 3 (7-11 kg) 78 uds","
 78 Ud. |
0,26 €/ud",,"
20,15 €","
19,95 €",3x2
381,"
Pañales premium ultra protect Carrefour Baby T3 (4kg.-9kg.) 44 ud.","
 44 Ud. |
0,20 €/ud",,"
9,25 €","
8,80 €",3x2
382,"
Ropa interior absorbente niño noche DryNites 3-5 años (16kg-23 kg.) 16 ud.","
 16 Ud. |
0,75 €/ud","11,95 €",,,2x1 Acumulación
383,"
Ropa interior absorbente niña noche DryNites 8-15 años (27kg-57 kg.) 13 ud.","
 13 Ud. |
0,92 €/ud","11,95 €",,,2x1 Acumulación
384,"
Pañales Dodot activity XXL Talla 6 (+13 Kg) 117 ud.","
 117 Ud. |
0,39 €/ud","45,99 €",,,5€ dto.
385,"
Ropa interior absorbente niña noche DryNites 3-5 años (16kg-23 kg.) 16 ud","
 16 Ud. |
0,75 €/ud","11,95 €",,,2x1 Acumulación
386,"
Pañales Dodor Activity XXL Talla 3 (6-10 kg) 168 ud.","
 168 Ud. |
0,27 €/ud","45,99 €",,,5€ dto.
387,"
Pants Pull-Ups niña Huggies T5 (13-18 kg) 34 ud.","
 34 Ud. |
0,32 €/ud",,"
11,20 €","
10,99 €",2x1 Acumulación
388,"
Pants Pull-Ups niño Huggies T5 (12-17 kg) 34 ud.","
 34 Ud. |
0,32 €/ud",,"
11,20 €","
10,99 €",2x1 Acumulación
389,"
Pants Pull-Ups niña Huggies T4 (8-12 kg) 36 ud.","
 36 Ud. |
0,31 €/ud",,"
11,20 €","
10,99 €",2x1 Acumulación
390,"
Pants Huggies Pull-Ups niño T4 (8-12 kg) 36 ud.","
 36 Ud. |
0,31 €/ud",,"
11,20 €","
10,99 €",2x1 Acumulación
391,,,,,,
392,"
Kombucha de frutos rojos ecológico Komvida 25 cl.","
 25 Cl.. |
8,36 €/l","2,09 €",,,
393,"
Kombucha de jengibre y limón ecológico Komvida 25 cl.","
 25 Cl.. |
8,36 €/l","2,09 €",,,
394,"
Kombucha de té verde ecológico Komvida 25 cl","
 25 Cl. |
8,36 €/l","2,09 €",,,
395,"
Refresco de té ecológico Captain kombucha sabor coco botella 40 cl.","
 40 Cl. |
6,50 €/l","2,60 €",,,
396,"
Refresco de limón ecológico Whole Earth con gas lata 33 cl.","
 33 Cl. |
3,18 €/l",,"
1,12 €","
1,05 €",3x2
397,"
Red Bull bebida energética ecológica Ginger lata 25 cl.","
 25 Cl. |
3,56 €/l","0,89 €",,,
398,"
Refresco de naranja-limón ecológico Whole Earth con gas lata 33 cl.","
 33 Cl. |
3,09 €/l","1,02 €",,,3x2
399,"
Refresco de cola ecológico Red Bull Organics lata 25 cl.","
 25 Cl. |
3,56 €/l","0,89 €",,,
400,"
Limonada ecológica Delizum sin gas botella 1 l.","
 1 L. |
2,65 €/l","2,65 €",,,3x2
401,"
Refresco de té ecológico Hollinger sabor melocotón botella 50 cl.","
 50 Cl. |
3,04 €/l","1,52 €",,,
402,"
Refresco de naranja ecológico Hollinger con gas lata 25 cl.","
 25 Cl. |
4,08 €/l","1,02 €",,,
403,"
Refresco de arándanos ecológico Hollinger con gas lata 25 cl.","
 25 Cl. |
4,08 €/l","1,02 €",,,
404,"
Native Organics sabor limón ecológico lata 33 cl.","
 |
4,52 €/l","1,49 €",,,
405,"
Refresco de limón ecológico Hollinger con gas lata 25 cl.","
 25 Cl. |
4,08 €/l","1,02 €",,,
406,"
Kombutxa té hibiscus ecológico 27,5 cl.","
 275 Ml. |
11,09 €/l","3,05 €",,,
407,"
Native Organics sabor naranja ecológico lata 33 cl.","
 33 Cl. |
4,52 €/l","1,49 €",,,
408,"
Native Organics sabor coco ecológico lata 33 cl.","
 33 Cl. |
4,52 €/l","1,49 €",,,
409,"
Kombutxa té verbena ecológico 27,5 cl.","
 275 Ml. |
11,09 €/l","3,05 €",,,
410,"
Kombutxa té natural ecológico 27,5 cl.","
 275 Ml. |
11,09 €/l","3,05 €",,,
411,"
Refresco de cola ecológico Hollinger lata 25 cl.","
 25 Cl. |
4,08 €/l","1,02 €",,,
412,,,,,,
413,"
Cava Castell del Llac brut nature 75 cl.","
 75 Cl. |
4,15 €/ud","4,15 €",,,
414,"
Cava Puigesser brut nature 75 cl.","
 75 Cl. |
1,90 €/ud","1,90 €",,,
415,"
Cava Jaume Serra brut nature 75 cl.","
 75 Cl. |
2,95 €/ud","2,95 €",,,
416,"
Cava Conde de Caralt brut nature 75 cl.","
 75 Cl. |
4,50 €/ud","4,50 €",,,
417,"
Cava Castell del Llac artesano brut nature 75 cl.","
 75 Cl. |
2,50 €/ud","2,50 €",,,
418,"
Cava Freixenet semiseco pack de 3 botellas de 20 cl.","
 Pack 3x20 Cl. |
5,00 €/ud","5,00 €",,,
419,"
Cava Puigesser semiseco 75 cl.","
 75 Cl. |
1,90 €/ud","1,90 €",,,
420,"
Cava Bach Extrísimo brut nature 75 cl.","
 75 Cl. |
4,35 €/ud","4,35 €",,,
421,"
Cava Codorníu Benjamín seco de 20 cl.","
 Pack 3x20 Cl. |
4,70 €/ud","4,70 €",,,
422,"
Cava Jaume Serra brut nature reserva 75 cl.","
 75 Cl. |
3,60 €/ud","3,60 €",,,
423,"
Cava René Barbier brut reserva 75 cl.","
 75 Cl. |
6,00 €/ud",,"
6,35 €","
6,00 €",3x2
424,"
Cava Freixenet semiseco 75 cl.","
 75 Cl. |
4,95 €/ud","4,95 €",,,
425,"
Cava Codorníu-Anna brut nature 75 cl.","
 75 Cl. |
9,35 €/ud","9,35 €",,,
426,"
Cava Codorníu-Anna brut pack de 3 botellas de 20 cl.","
 Pack 3x20 Cl. |
7,70 €/ud","7,70 €",,,
427,"
Cava Juvé y Camps brut nature gran reserva  75 cl.","
 75 Cl. |
15,82 €/ud","15,82 €",,,
428,"
Cava Freixenet brut 75 cl.","
 75 Cl. |
6,95 €/ud","6,95 €",,,
429,"
Cava Bonaval brut nature 75 cl.","
 75 Cl. |
2,25 €/ud","2,25 €",,,
430,"
Cava Castell del Llac brut pack de 3 botellas de 20 cl.","
 Pack 3x20 Cl. |
3,25 €/ud","3,25 €",,,
431,"
Cava Castell del Llac semiseco 75 cl.","
 75 Cl. |
2,50 €/ud","2,50 €",,,
432,"
Cava Castell del Llac dulce 75 cl.","
 75 Cl. |
3,15 €/ud","3,15 €",,,
433,"
Cava Freixenet Cordón Negro Gran Selección semiseco 75 cl.","
 75 Cl. |
6,95 €/ud","6,95 €",,,
434,"
LOTE 102. Estuche de 1 botella de cava Freixenet Barroco brut reserva D.O. Cava 75 cl + Regalo bombones dark sublime 28 grs","
 75 Cl. |
9,95 €/ud","9,95 €",,,
435,"
Bebida Champin espumosa sin alcohol 75 cl.","
 75 Cl. |
3,20 €/l","2,40 €",,,
436,"
Vino Alma Atlántica Albariño espumoso  75 cl.","
 75 Cl. |
8,80 €/ud","8,80 €",,,
437,,,,,,
438,"
Coca Cola zero azúcar pack 24 latas 33 cl.","
 Pack 24x33 Cl. |
1,70 €/l",,"
14,64 €","
13,44 €",
439,"
Agua mineral Bezoya natural 1,5 l.","
 1,5 L. |
0,40 €/l",,"
0,61 €","
0,60 €","12 x 0,50€/ud."
440,"
Agua mineral Aquarel  2 l.","
 2 L. |
0,30 €/l",,"
0,61 €","
0,60 €",3x2
441,"
Coca Cola pack 24 latas 33 cl.","
 Pack 24x33 Cl. |
1,70 €/l",,"
14,64 €","
13,44 €",
442,"
Coca Cola zero azúcar zero cafeína pack 24 latas 33 cl.","
 Pack 24x33 Cl. |
1,70 €/l",,"
14,64 €","
13,44 €",
443,"
Agua mineral Aquarel natural 33 cl.","
 33 Cl. |
1,09 €/l",,"
0,38 €","
0,36 €",2x1 Acumulación
444,"
Zumo tropical Bifturas pack de 9 briks de 20 cl.","
 Pack 9x20 Cl. |
1,52 €/l",,"
2,90 €","
2,74 €",2x1 Acumulación
445,"
Agua mineral sin gas Cabreiroa 1,5 l.","
 1,5 L. |
0,40 €/l",,"
0,64 €","
0,60 €",3x2
446,"
Coca Cola light pack 24 latas 33 cl.","
 Pack 24x33 Cl. |
1,70 €/l",,"
14,64 €","
13,44 €",
447,"
Bebida Isotónica Aquarius zero sabor limón botella 1,5 l.","
 1,5 L. |
0,93 €/l",,"
1,55 €","
1,40 €",
448,"
Agua mineral con gas Carrefour natural 1,25 l.","
 1,25 L. |
0,21 €/l","0,26 €",,,3x2
449,"
Refresco de naranja Fanta con gas pack de 2 botellas de 2 l.","
 Pack 2x2 L. |
0,50 €/l",,"
2,54 €","
2,00 €",
450,"
Bebida Isotónica Aquarius sabor limón pack de 2 botellas de 1,5 l.","
 Pack 2x1,5 L. |
0,83 €/l",,"
2,60 €","
2,50 €",
451,"
Zumo de naranja Don Simón sin pulpa brik 1 l.","
 1 L. |
1,58 €/l",,"
1,63 €","
1,58 €",2x1 Acumulación
452,"
Vino D.O. Rueda blanco verdejo Dama del Lago 75 cl.","
 75 Cl. |
2,80 €/ud",,"
3,20 €","
2,80 €",2x1 Acumulación
453,"
Agua mineral Aquabona natural 1,5 l.","
 1,5 L. |
0,27 €/l",,"
0,41 €","
0,40 €",3x2
454,"
Cerveza Amstel Radler con limón pack de 12 latas de 33 cl.","
 Pack 12x33 Cl. |
1,45 €/l",,"
6,21 €","
5,76 €",
